lead_id,created_at,vertical,traffic_source,sub_id,state,cpl,status,buyer,sold_price,return_reason
L002464,2026-06-15 23:33,windows,facebook,fb_05,CA,17.48,sold,BuyerB,26.96,
L002465,2026-06-15 13:20,bathroom,facebook,fb_07,CA,27.42,sold,BuyerB,43.26,
L002466,2026-06-15 14:42,windows,native,nt_02,OH,14.87,sold,BuyerB,29.8,
L002467,2026-06-15 17:08,roofing,facebook,fb_07,MO,23.19,sold,BuyerA,38.25,
L002468,2026-06-15 7:25,windows,facebook,fb_02,FL,16.12,unsold,,,
L002469,2026-06-15 17:21,windows,facebook,fb_08,IL,20.77,sold,BuyerB,28.57,
L002470,2026-06-15 11:20,roofing,facebook,fb_08,TX,24.73,sold,BuyerC,52.17,
L002471,2026-06-15 15:35,windows,native,nt_02,OH,17.77,sold,BuyerF,27.99,
L002472,2026-06-15 8:03,roofing,google,g_02,TX,30.13,sold,BuyerC,52.13,
L002473,2026-06-15 15:50,roofing,facebook,fb_05,FL,21.03,sold,BuyerC,53.08,
L002474,2026-06-15 23:54,roofing,google,g_02,NC,30.82,sold,BuyerD,33.82,
L002475,2026-06-15 13:28,roofing,native,nt_02,OH,18.41,sold,BuyerA,33.5,
L002476,2026-06-15 18:42,bathroom,facebook,fb_06,NY,29.46,sold,BuyerE,38.35,
L002477,2026-06-15 17:01,roofing,facebook,fb_03,PA,23.79,sold,BuyerA,37.1,
L002478,2026-06-15 12:36,bathroom,facebook,fb_08,CA,30.21,sold,BuyerE,39.23,
L002479,2026-06-15 11:06,roofing,google,g_02,CA,31.63,sold,BuyerD,36.06,
L002480,2026-06-15 16:32,bathroom,facebook,fb_05,IL,26.29,sold,BuyerB,44.27,
L002481,2026-06-15 14:02,bathroom,facebook,fb_07,TX,32.38,sold,BuyerE,42.14,
L002482,2026-06-15 11:09,roofing,facebook,fb_07,CA,27.77,sold,BuyerD,36,
L002483,2026-06-15 11:35,bathroom,native,nt_01,GA,20.14,sold,BuyerB,43.98,
L002484,2026-06-15 19:13,windows,facebook,fb_01,GA,19.62,sold,BuyerB,27.87,
L002485,2026-06-15 13:38,roofing,google,g_04,CA,29.17,sold,BuyerA,36.74,
L002486,2026-06-15 15:33,windows,native,nt_02,CO,18.99,sold,BuyerB,28.49,
L002487,2026-06-15 9:37,windows,facebook,fb_02,NY,19.28,sold,BuyerB,27.87,
L002488,2026-06-15 9:56,bathroom,google,g_02,MI,34.88,sold,BuyerE,39.2,
L002489,2026-06-15 17:43,roofing,facebook,fb_05,MO,26.21,sold,BuyerD,37.22,
L002490,2026-06-15 15:04,roofing,facebook,fb_02,NJ,20.58,sold,BuyerD,30.69,
L002491,2026-06-15 6:14,windows,native,nt_01,TN,15,sold,BuyerB,27.39,
L002492,2026-06-15 13:52,windows,native,nt_01,MI,14.59,sold,BuyerB,28.3,
L002493,2026-06-15 9:37,roofing,google,g_01,TN,25.16,sold,BuyerD,31.98,
L002494,2026-06-15 11:46,bathroom,facebook,fb_01,PA,25.92,sold,BuyerE,42.65,
L002495,2026-06-15 14:12,bathroom,facebook,fb_07,ID,26.82,unsold,,,
L002496,2026-06-15 17:42,windows,facebook,fb_04,TX,18.45,unsold,,,
L002497,2026-06-15 11:05,windows,facebook,fb_07,TX,19.43,sold,BuyerB,25.88,
L002498,2026-06-15 6:47,roofing,google,g_01,CO,23.17,returned,BuyerD,39.27,bad_number
L002499,2026-06-15 10:58,bathroom,google,g_01,OH,34.86,returned,BuyerB,44.17,no_answer
L002500,2026-06-15 14:24,windows,facebook,fb_03,OH,21.9,sold,BuyerB,27.21,
L002501,2026-06-15 11:53,windows,google,g_04,FL,26.18,sold,BuyerB,27.85,
L002502,2026-06-15 13:20,bathroom,google,g_04,GA,33.91,sold,BuyerB,43.56,
L002503,2026-06-15 6:07,bathroom,facebook,fb_01,TX,30.21,sold,BuyerE,39.95,
L002504,2026-06-15 11:27,bathroom,facebook,fb_05,FL,33.06,sold,BuyerB,42.64,
L002505,2026-06-15 18:13,roofing,google,g_03,MO,42.97,sold,BuyerA,35.95,
L002506,2026-06-15 10:42,roofing,facebook,fb_05,WY,23.73,sold,BuyerD,35.1,
L002507,2026-06-15 20:06,roofing,facebook,fb_08,OH,25.31,sold,BuyerA,36.92,
L002508,2026-06-15 9:11,windows,facebook,fb_01,FL,17.32,sold,BuyerB,27.9,
L002509,2026-06-15 16:35,windows,facebook,fb_01,TX,21.96,sold,BuyerB,31.39,
L002510,2026-06-15 11:12,windows,facebook,fb_02,OH,25.92,sold,BuyerF,28.03,
L002511,2026-06-15 11:20,roofing,native,nt_01,IN,15.75,sold,BuyerA,36.92,
L002512,2026-06-15 12:16,bathroom,facebook,fb_01,NY,25.68,sold,BuyerE,37.46,
L002513,2026-06-15 13:58,bathroom,facebook,fb_07,TX,26.49,sold,BuyerB,42.47,
L002514,2026-06-15 14:43,windows,native,nt_02,CO,13.82,sold,BuyerB,29.25,
L002515,2026-06-15 10:09,roofing,facebook,fb_02,CA,19.6,unsold,,,
L002516,2026-06-15 16:36,windows,facebook,fb_01,SC,22.93,sold,BuyerB,29.25,
L002517,2026-06-15 20:09,roofing,facebook,fb_06,FL,21.43,sold,BuyerD,32.28,
L002518,2026-06-15 17:28,windows,google,g_01,ID,24.09,sold,BuyerB,27.92,
L002519,2026-06-15 13:33,windows,facebook,fb_05,FL,20.88,sold,BuyerB,30.42,
L002520,2026-06-15 6:36,windows,native,nt_02,OH,14.99,sold,BuyerB,27.28,
L002521,2026-06-15 7:30,windows,facebook,fb_06,TN,24.72,returned,BuyerB,32.1,bad_number
L002522,2026-06-15 19:20,roofing,google,g_01,TX,25.22,sold,BuyerC,52.05,
L002523,2026-06-15 9:20,windows,facebook,fb_04,TX,21.32,sold,BuyerB,27.89,
L002524,2026-06-15 14:12,bathroom,facebook,fb_01,GA,28.13,sold,BuyerB,42.76,
L002525,2026-06-15 15:42,roofing,google,g_03,NC,34.7,sold,BuyerD,31.85,
L002526,2026-06-15 15:30,roofing,facebook,fb_04,TN,22.12,sold,BuyerD,30.22,
L002527,2026-06-15 14:40,roofing,google,g_04,MI,36.86,sold,BuyerD,31.64,
L002528,2026-06-15 8:46,roofing,google,g_02,IL,29.96,sold,BuyerD,34.28,
L002529,2026-06-15 16:15,windows,facebook,fb_07,MO,18.41,returned,BuyerB,28.6,not_homeowner
L002530,2026-06-15 14:47,windows,facebook,fb_03,NY,20.16,returned,BuyerF,28.55,out_of_service_area
L002531,2026-06-15 16:03,roofing,facebook,fb_02,TX,19.24,sold,BuyerC,49.92,
L002532,2026-06-15 6:26,roofing,google,g_01,CO,30.55,sold,BuyerD,33.07,
L002533,2026-06-15 12:45,roofing,google,g_04,CA,29.73,sold,BuyerA,32.89,
L002534,2026-06-15 11:50,roofing,native,nt_02,TX,23.41,returned,BuyerC,53.7,changed_mind
L002535,2026-06-15 16:08,windows,google,g_02,AZ,30.08,sold,BuyerF,27.68,
L002536,2026-06-15 17:18,roofing,facebook,fb_04,FL,19.3,sold,BuyerC,51.69,
L002537,2026-06-15 14:05,bathroom,facebook,fb_06,FL,29.61,sold,BuyerB,42.59,
L002538,2026-06-15 6:28,roofing,facebook,fb_04,GA,29.01,sold,BuyerC,50.69,
L002539,2026-06-15 6:30,bathroom,facebook,fb_02,FL,25.18,sold,BuyerB,40.35,
L002540,2026-06-15 6:06,bathroom,native,nt_02,PA,23.56,sold,BuyerE,39.96,
L002541,2026-06-15 17:23,bathroom,facebook,fb_06,PA,25.65,sold,BuyerE,36.18,
L002542,2026-06-15 15:36,windows,facebook,fb_07,TX,18.97,sold,BuyerA,28.71,
L002543,2026-06-15 16:24,windows,google,g_04,IN,28.84,sold,BuyerB,28.35,
L002544,2026-06-15 10:38,windows,facebook,fb_05,FL,21.57,sold,BuyerB,28.41,
L002545,2026-06-15 13:41,windows,google,g_02,NJ,24.67,sold,BuyerF,28.46,
L002546,2026-06-15 16:23,roofing,facebook,fb_01,VA,24.2,sold,BuyerD,34.1,
L002547,2026-06-15 12:54,roofing,facebook,fb_03,AZ,18.61,sold,BuyerA,36.07,
L002548,2026-06-15 12:17,windows,facebook,fb_06,GA,24.19,sold,BuyerB,27.09,
L002549,2026-06-15 12:10,roofing,native,nt_01,NJ,19.42,sold,BuyerD,34.83,
L002550,2026-06-15 16:19,bathroom,native,nt_02,FL,21.02,sold,BuyerB,41.05,
L002551,2026-06-15 15:43,windows,facebook,fb_02,TX,21.63,sold,BuyerB,26.58,
L002552,2026-06-15 13:58,roofing,facebook,fb_01,MI,27.3,sold,BuyerD,32.88,
L002553,2026-06-15 21:08,roofing,facebook,fb_04,CO,21.07,unsold,,,
L002554,2026-06-15 16:12,windows,facebook,fb_03,NJ,19.81,sold,BuyerF,27.37,
L002555,2026-06-15 11:42,windows,facebook,fb_03,AZ,22.32,sold,BuyerB,28.96,
L002556,2026-06-15 13:20,windows,native,nt_02,NC,13.21,sold,BuyerB,27.29,
L002557,2026-06-15 9:24,bathroom,facebook,fb_01,OH,24.46,sold,BuyerE,39.69,
L002558,2026-06-15 14:27,windows,google,g_02,NC,30.55,sold,BuyerB,29.09,
L002559,2026-06-15 12:28,roofing,facebook,fb_06,CA,25.32,sold,BuyerA,33.4,
L002560,2026-06-15 11:06,windows,google,g_02,MI,20.2,sold,BuyerB,29.68,
L002561,2026-06-15 15:31,bathroom,google,g_03,TX,34.01,sold,BuyerB,43.85,
L002562,2026-06-15 7:04,windows,native,nt_02,TX,14.84,sold,BuyerB,29.19,
L002563,2026-06-15 11:54,windows,facebook,fb_05,CO,19.91,sold,BuyerB,27.65,
L002564,2026-06-15 13:07,bathroom,facebook,fb_04,MI,26.9,sold,BuyerE,38.57,
L002565,2026-06-15 6:18,windows,google,g_01,NC,25.38,sold,BuyerB,26.66,
L002566,2026-06-15 13:47,windows,facebook,fb_05,FL,20.55,sold,BuyerF,27.62,
L002567,2026-06-15 11:13,roofing,facebook,fb_02,CA,25.15,sold,BuyerA,36.93,
L002568,2026-06-15 10:04,roofing,native,nt_01,FL,20.72,sold,BuyerC,49.29,
L002569,2026-06-15 17:25,windows,native,nt_01,GA,14.62,sold,BuyerF,27.78,
L002570,2026-06-15 16:16,roofing,google,g_01,GA,30.47,sold,BuyerC,53.44,
L002571,2026-06-15 12:32,windows,facebook,fb_06,MT,20,sold,BuyerB,26.75,
L002572,2026-06-15 13:44,roofing,facebook,fb_08,AZ,22.63,unsold,,,
L002573,2026-06-15 15:10,windows,native,nt_01,CO,12.48,sold,BuyerB,29.5,
L002574,2026-06-15 15:26,roofing,facebook,fb_01,FL,18.69,sold,BuyerC,49.2,
L002575,2026-06-15 6:33,roofing,facebook,fb_07,TX,21.39,returned,BuyerC,51.22,no_answer
L002576,2026-06-15 13:48,roofing,google,g_01,CA,36.21,sold,BuyerA,35.93,
L002577,2026-06-15 16:46,roofing,google,g_04,AZ,26.72,sold,BuyerA,33.87,
L002578,2026-06-15 13:51,bathroom,facebook,fb_03,ID,26,unsold,,,
L002579,2026-06-15 7:52,roofing,facebook,fb_05,MI,23.42,sold,BuyerD,34.28,
L002580,2026-06-15 6:47,bathroom,facebook,fb_03,TX,26.11,sold,BuyerE,43.57,
L002581,2026-06-15 15:54,roofing,facebook,fb_01,GA,21.6,sold,BuyerD,35.15,
L002582,2026-06-15 12:48,bathroom,facebook,fb_06,NY,21.28,sold,BuyerB,44.78,
L002583,2026-06-15 13:01,bathroom,facebook,fb_03,IL,27.62,sold,BuyerE,38.1,
L002584,2026-06-15 19:39,bathroom,google,g_01,NY,33.26,sold,BuyerE,38.91,
L002585,2026-06-15 16:28,windows,facebook,fb_02,AZ,21,sold,BuyerB,30.71,
L002586,2026-06-15 10:25,bathroom,facebook,fb_07,NY,27.75,sold,BuyerB,45.22,
L002587,2026-06-15 18:19,bathroom,facebook,fb_07,CA,26.05,sold,BuyerB,44.32,
L002588,2026-06-15 14:38,windows,google,g_01,IL,25.15,sold,BuyerB,27.42,
L002589,2026-06-15 12:18,roofing,facebook,fb_01,TX,20.87,sold,BuyerA,34.52,
L002590,2026-06-15 9:28,roofing,facebook,fb_02,TX,21.8,sold,BuyerA,37.59,
L002591,2026-06-15 18:18,roofing,facebook,fb_02,GA,24.15,unsold,,,
L002592,2026-06-15 20:08,roofing,facebook,fb_03,IL,25.39,sold,BuyerD,39.26,
L002593,2026-06-15 18:00,roofing,google,g_02,MI,23.31,sold,BuyerA,35.9,
L002594,2026-06-15 19:22,roofing,facebook,fb_05,IL,17.26,sold,BuyerD,32.82,
L002595,2026-06-15 13:32,bathroom,facebook,fb_02,CA,30.49,sold,BuyerE,38.62,
L002596,2026-06-15 20:42,windows,facebook,fb_08,NC,25.06,returned,BuyerF,27.93,bad_number
L002597,2026-06-15 17:37,roofing,facebook,fb_06,GA,25.23,sold,BuyerA,36.95,
L002598,2026-06-15 16:52,windows,google,g_02,TN,27.62,sold,BuyerB,26.9,
L002599,2026-06-15 11:55,bathroom,google,g_02,CA,33.5,sold,BuyerE,40.68,
L002600,2026-06-15 7:54,bathroom,native,nt_02,GA,22.52,unsold,,,
L002601,2026-06-15 18:23,bathroom,native,nt_01,GA,19.53,returned,BuyerE,38.78,no_answer
L002602,2026-06-15 13:21,windows,facebook,fb_05,FL,19.78,sold,BuyerB,27.71,
L002603,2026-06-15 10:43,bathroom,facebook,fb_07,MO,26.88,sold,BuyerB,48.54,
L002604,2026-06-15 16:22,bathroom,facebook,fb_04,IL,24.02,sold,BuyerB,40.41,
L002605,2026-06-15 13:22,roofing,facebook,fb_05,TX,21.51,sold,BuyerD,32.35,
L002606,2026-06-15 12:13,bathroom,facebook,fb_06,NC,32.87,sold,BuyerB,41.8,
L002607,2026-06-15 10:42,windows,native,nt_02,NY,18.95,sold,BuyerF,27.16,
L002608,2026-06-15 9:22,roofing,facebook,fb_07,SC,25.21,unsold,,,
L002609,2026-06-16 13:54,windows,facebook,fb_07,TX,21.59,returned,BuyerB,29.55,not_homeowner
L002610,2026-06-16 12:57,roofing,facebook,fb_06,TN,22.25,sold,BuyerA,35.04,
L002611,2026-06-16 10:42,windows,facebook,fb_08,FL,22.76,sold,BuyerB,26.63,
L002612,2026-06-16 17:11,windows,facebook,fb_08,CA,16.28,sold,BuyerF,25.91,
L002613,2026-06-16 13:05,roofing,google,g_02,MT,26.95,sold,BuyerA,35.3,
L002614,2026-06-16 13:12,roofing,facebook,fb_03,NY,20.53,sold,BuyerD,32.12,
L002615,2026-06-16 15:22,roofing,facebook,fb_01,PA,20.27,sold,BuyerA,37.49,
L002616,2026-06-16 16:54,roofing,google,g_01,FL,24.76,returned,BuyerC,52.3,changed_mind
L002617,2026-06-16 14:45,roofing,facebook,fb_07,GA,21.16,sold,BuyerC,50.54,
L002618,2026-06-16 8:34,windows,google,g_03,NC,32.11,unsold,,,
L002619,2026-06-16 13:27,windows,facebook,fb_06,NC,20.89,sold,BuyerB,27.03,
L002620,2026-06-16 11:09,roofing,native,nt_01,OH,19.97,sold,BuyerA,39.54,
L002621,2026-06-16 16:30,bathroom,facebook,fb_01,GA,27.06,sold,BuyerE,39.18,
L002622,2026-06-16 14:31,bathroom,facebook,fb_07,NC,30.16,sold,BuyerB,44.24,
L002623,2026-06-16 8:01,windows,facebook,fb_05,VA,21.72,sold,BuyerB,25.98,
L002624,2026-06-16 14:24,bathroom,facebook,fb_01,PA,26.45,sold,BuyerB,46.4,
L002625,2026-06-16 11:34,bathroom,facebook,fb_07,FL,27.48,sold,BuyerE,39.85,
L002626,2026-06-16 6:18,roofing,google,g_03,TX,34.72,sold,BuyerC,52.3,
L002627,2026-06-16 14:37,bathroom,facebook,fb_06,CA,33.57,sold,BuyerE,40.8,
L002628,2026-06-16 11:55,bathroom,facebook,fb_06,GA,26.28,sold,BuyerE,42.19,
L002629,2026-06-16 13:44,roofing,facebook,fb_04,CO,22.12,sold,BuyerD,34.44,
L002630,2026-06-16 10:33,roofing,facebook,fb_04,OH,23.1,sold,BuyerA,33.52,
L002631,2026-06-16 13:56,roofing,google,g_02,MI,33,sold,BuyerA,36.71,
L002632,2026-06-16 23:20,windows,facebook,fb_04,NY,17.59,sold,BuyerB,28.74,
L002633,2026-06-16 6:53,bathroom,facebook,fb_06,NY,28.31,sold,BuyerB,46.16,
L002634,2026-06-16 6:17,windows,native,nt_01,AZ,16.64,sold,BuyerB,28.86,
L002635,2026-06-16 13:18,windows,facebook,fb_03,ID,23.43,unsold,,,
L002636,2026-06-16 14:22,roofing,google,g_03,VA,40.46,sold,BuyerA,40.39,
L002637,2026-06-16 15:47,windows,facebook,fb_02,VA,23.36,sold,BuyerF,28.56,
L002638,2026-06-16 14:33,bathroom,facebook,fb_08,AZ,27.72,sold,BuyerB,44.52,
L002639,2026-06-16 21:29,roofing,facebook,fb_05,CA,24.29,sold,BuyerA,33.6,
L002640,2026-06-16 18:01,bathroom,facebook,fb_06,TN,27.65,sold,BuyerE,41.87,
L002641,2026-06-16 12:06,windows,google,g_03,NY,28.66,sold,BuyerF,29.31,
L002642,2026-06-16 8:57,bathroom,facebook,fb_02,VA,28.28,unsold,,,
L002643,2026-06-16 15:21,roofing,google,g_02,OH,29.26,sold,BuyerA,38.87,
L002644,2026-06-16 8:55,roofing,native,nt_02,OH,20.26,sold,BuyerA,33.92,
L002645,2026-06-16 13:11,roofing,facebook,fb_01,AZ,22.27,sold,BuyerD,32.88,
L002646,2026-06-16 13:29,roofing,facebook,fb_07,CA,23.86,sold,BuyerA,37.54,
L002647,2026-06-16 6:25,roofing,facebook,fb_01,TX,28.73,sold,BuyerC,55.09,
L002648,2026-06-16 11:28,roofing,facebook,fb_07,OH,19.03,sold,BuyerD,39.51,
L002649,2026-06-16 16:59,roofing,facebook,fb_04,CA,28.35,sold,BuyerA,35.52,
L002650,2026-06-16 10:10,bathroom,facebook,fb_02,OH,25.66,sold,BuyerB,39.11,
L002651,2026-06-16 15:25,windows,native,nt_02,NY,16.96,sold,BuyerB,28.66,
L002652,2026-06-16 13:59,roofing,google,g_01,TX,26.77,sold,BuyerC,50.82,
L002653,2026-06-16 15:50,roofing,facebook,fb_05,NC,24.76,sold,BuyerD,33.98,
L002654,2026-06-16 8:30,windows,facebook,fb_04,CO,20.05,returned,BuyerB,30.74,bad_number
L002655,2026-06-16 10:16,windows,google,g_01,TN,33.26,sold,BuyerB,28.41,
L002656,2026-06-16 13:32,roofing,facebook,fb_04,FL,18.72,sold,BuyerC,51.09,
L002657,2026-06-16 11:00,bathroom,native,nt_01,MI,18.73,sold,BuyerE,37.12,
L002658,2026-06-16 9:00,bathroom,facebook,fb_08,ND,26.74,unsold,,,
L002659,2026-06-16 23:03,roofing,facebook,fb_05,NC,20.29,sold,BuyerA,30.91,
L002660,2026-06-16 17:00,roofing,google,g_02,CO,28.29,sold,BuyerA,35.53,
L002661,2026-06-16 18:59,roofing,facebook,fb_02,TN,26.31,sold,BuyerD,31.95,
L002662,2026-06-16 9:37,roofing,facebook,fb_08,CO,27.97,sold,BuyerA,35.6,
L002663,2026-06-16 22:44,windows,facebook,fb_05,IN,22.54,sold,BuyerB,27.35,
L002664,2026-06-16 18:45,roofing,facebook,fb_07,IL,26.65,sold,BuyerA,35.8,
L002665,2026-06-16 13:38,roofing,facebook,fb_08,FL,22.16,sold,BuyerC,51.42,
L002666,2026-06-16 15:53,bathroom,facebook,fb_05,PA,29.21,sold,BuyerE,38.96,
L002667,2026-06-16 7:08,roofing,google,g_04,VA,33.22,sold,BuyerA,35.61,
L002668,2026-06-16 15:30,bathroom,facebook,fb_01,OH,31.64,sold,BuyerE,37.89,
L002669,2026-06-16 13:19,bathroom,facebook,fb_03,GA,30.15,sold,BuyerE,39.59,
L002670,2026-06-16 20:09,roofing,facebook,fb_02,AZ,21.92,sold,BuyerA,35.86,
L002671,2026-06-16 20:27,windows,google,g_04,FL,23.78,returned,BuyerB,27.52,out_of_service_area
L002672,2026-06-16 20:52,bathroom,facebook,fb_07,NC,32.56,sold,BuyerB,43.26,
L002673,2026-06-16 8:56,bathroom,facebook,fb_01,CO,28.37,sold,BuyerE,39.74,
L002674,2026-06-16 9:56,roofing,facebook,fb_06,CA,22.73,sold,BuyerA,35.35,
L002675,2026-06-16 9:18,roofing,facebook,fb_05,FL,15.63,sold,BuyerC,51.5,
L002676,2026-06-16 13:29,bathroom,google,g_02,TX,39.5,sold,BuyerB,44.64,
L002677,2026-06-16 10:50,roofing,facebook,fb_04,CA,22.7,sold,BuyerD,32.05,
L002678,2026-06-16 7:43,roofing,facebook,fb_05,WY,23.46,sold,BuyerD,33.14,
L002679,2026-06-16 17:10,bathroom,google,g_01,FL,32.36,sold,BuyerE,44.12,
L002680,2026-06-16 12:20,bathroom,facebook,fb_01,IL,25.19,sold,BuyerB,44.83,
L002681,2026-06-16 19:22,windows,facebook,fb_03,GA,14.87,sold,BuyerB,27.73,
L002682,2026-06-16 13:02,bathroom,facebook,fb_03,FL,27.45,unsold,,,
L002683,2026-06-16 22:28,roofing,native,nt_02,OH,22.1,sold,BuyerD,34.97,
L002684,2026-06-16 15:27,bathroom,native,nt_01,GA,19.3,sold,BuyerB,43.93,
L002685,2026-06-16 12:01,roofing,facebook,fb_08,ID,18.44,unsold,,,
L002686,2026-06-16 16:20,bathroom,facebook,fb_01,TX,29.02,sold,BuyerB,43.24,
L002687,2026-06-16 7:27,roofing,native,nt_02,NC,17.17,sold,BuyerD,33.5,
L002688,2026-06-16 16:28,windows,facebook,fb_01,IL,20.4,unsold,,,
L002689,2026-06-16 11:08,bathroom,google,g_04,CA,35.64,unsold,,,
L002690,2026-06-16 18:39,bathroom,facebook,fb_07,NY,26.85,sold,BuyerE,38.04,
L002691,2026-06-16 18:30,roofing,facebook,fb_05,FL,20.43,sold,BuyerA,36.29,
L002692,2026-06-16 16:23,windows,google,g_03,AZ,25.96,sold,BuyerF,28.5,
L002693,2026-06-16 10:01,windows,google,g_01,TX,27.67,sold,BuyerB,26.1,
L002694,2026-06-16 16:29,bathroom,facebook,fb_01,NC,27.93,sold,BuyerE,42.01,
L002695,2026-06-16 12:47,windows,google,g_01,MT,31.39,unsold,,,
L002696,2026-06-16 11:23,windows,facebook,fb_03,TX,27.26,sold,BuyerF,28.98,
L002697,2026-06-16 11:42,windows,facebook,fb_01,OH,16.48,sold,BuyerB,26.4,
L002698,2026-06-16 15:24,bathroom,facebook,fb_04,NY,28.51,sold,BuyerB,48.34,
L002699,2026-06-16 16:41,windows,native,nt_01,ID,17.55,sold,BuyerA,27.25,
L002700,2026-06-16 14:04,roofing,facebook,fb_08,OH,19.2,sold,BuyerA,30.4,
L002701,2026-06-16 10:47,windows,facebook,fb_07,AZ,19.63,returned,BuyerB,27.87,not_homeowner
L002702,2026-06-16 10:57,bathroom,facebook,fb_08,IL,28.01,sold,BuyerB,42.72,
L002703,2026-06-16 23:28,windows,facebook,fb_02,NC,20.37,returned,BuyerB,29.43,duplicate
L002704,2026-06-16 17:06,windows,google,g_01,IN,25.11,sold,BuyerB,28.45,
L002705,2026-06-16 19:24,windows,google,g_02,NY,22.56,sold,BuyerB,27.95,
L002706,2026-06-16 20:48,bathroom,facebook,fb_08,GA,22.69,sold,BuyerB,46.6,
L002707,2026-06-16 18:21,windows,native,nt_02,GA,15.71,sold,BuyerF,27.89,
L002708,2026-06-16 8:38,roofing,facebook,fb_01,FL,20.89,sold,BuyerC,51.51,
L002709,2026-06-16 9:57,bathroom,facebook,fb_07,MI,23.87,sold,BuyerE,40.26,
L002710,2026-06-16 11:35,roofing,facebook,fb_05,SC,18.02,sold,BuyerD,35.01,
L002711,2026-06-16 18:26,bathroom,facebook,fb_07,NC,27.19,sold,BuyerB,44.61,
L002712,2026-06-16 12:03,windows,facebook,fb_01,GA,23.81,sold,BuyerB,27.64,
L002713,2026-06-16 14:10,windows,google,g_04,NC,29.89,unsold,,,
L002714,2026-06-16 16:35,roofing,google,g_02,IL,33.13,sold,BuyerD,35.58,
L002715,2026-06-16 17:44,roofing,facebook,fb_08,TX,25.81,sold,BuyerC,50.51,
L002716,2026-06-16 13:03,bathroom,google,g_01,PA,38.21,returned,BuyerB,46.29,no_answer
L002717,2026-06-16 20:50,roofing,facebook,fb_08,CA,22.35,sold,BuyerD,32.88,
L002718,2026-06-16 16:41,roofing,facebook,fb_08,TN,21.21,sold,BuyerA,37.35,
L002719,2026-06-16 17:25,roofing,facebook,fb_08,IN,24.03,returned,BuyerD,35.54,no_answer
L002720,2026-06-16 15:58,bathroom,google,g_03,MI,32.76,sold,BuyerB,42.43,
L002721,2026-06-16 9:28,roofing,facebook,fb_08,NY,26.35,returned,BuyerA,37.02,no_answer
L002722,2026-06-16 8:20,windows,facebook,fb_07,NC,21.74,sold,BuyerB,28.49,
L002723,2026-06-16 13:00,roofing,facebook,fb_01,TX,20.68,sold,BuyerC,52.65,
L002724,2026-06-16 12:39,windows,native,nt_01,MI,13.63,sold,BuyerB,29.54,
L002725,2026-06-16 14:04,roofing,facebook,fb_03,MI,27.56,returned,BuyerD,35.19,not_homeowner
L002726,2026-06-16 17:54,windows,facebook,fb_03,NC,21.92,sold,BuyerB,29.99,
L002727,2026-06-16 6:55,windows,google,g_03,GA,26.35,returned,BuyerB,29.88,no_answer
L002728,2026-06-16 11:56,roofing,google,g_01,NY,31.8,sold,BuyerA,36.03,
L002729,2026-06-16 16:36,bathroom,facebook,fb_02,FL,23.69,sold,BuyerE,36.87,
L002730,2026-06-16 12:00,roofing,facebook,fb_01,NC,22.02,sold,BuyerA,38.6,
L002731,2026-06-16 20:35,bathroom,facebook,fb_03,TX,25.16,sold,BuyerB,43.29,
L002732,2026-06-16 23:15,roofing,facebook,fb_08,OH,25.58,sold,BuyerA,38.6,
L002733,2026-06-16 16:19,roofing,facebook,fb_06,NC,22.01,unsold,,,
L002734,2026-06-16 21:21,roofing,google,g_04,PA,33.87,sold,BuyerD,37.21,
L002735,2026-06-16 16:09,roofing,google,g_01,IN,28.72,sold,BuyerD,35.35,
L002736,2026-06-16 19:18,roofing,google,g_03,TX,36.92,sold,BuyerC,51.8,
L002737,2026-06-16 18:39,windows,native,nt_01,ND,15.19,sold,BuyerA,27.04,
L002738,2026-06-16 15:10,roofing,facebook,fb_06,NJ,24.17,sold,BuyerD,33.03,
L002739,2026-06-16 15:06,roofing,native,nt_01,NC,18.56,sold,BuyerA,41.5,
L002740,2026-06-16 17:47,roofing,facebook,fb_06,IN,19.87,sold,BuyerD,33.05,
L002741,2026-06-16 17:19,roofing,facebook,fb_05,TX,23.93,returned,BuyerC,51.81,no_answer
L002742,2026-06-16 11:01,roofing,google,g_03,CO,39.98,sold,BuyerD,32.28,
L002743,2026-06-16 15:58,roofing,native,nt_02,TN,16.62,sold,BuyerD,31.11,
L002744,2026-06-16 20:31,windows,facebook,fb_07,FL,16.73,returned,BuyerB,29.65,bad_number
L002745,2026-06-16 19:17,windows,facebook,fb_06,IL,20.37,sold,BuyerB,27.65,
L002746,2026-06-16 12:22,windows,facebook,fb_01,IL,18.93,sold,BuyerB,26.93,
L002747,2026-06-16 10:03,windows,native,nt_01,TN,17.39,sold,BuyerF,29.65,
L002748,2026-06-16 15:09,roofing,google,g_04,MT,28.71,sold,BuyerA,37.56,
L002749,2026-06-16 9:59,roofing,facebook,fb_05,IL,23.82,sold,BuyerA,36.59,
L002750,2026-06-16 10:02,windows,facebook,fb_03,FL,18.79,sold,BuyerB,28.92,
L002751,2026-06-16 15:47,bathroom,facebook,fb_06,GA,26.71,sold,BuyerB,42.93,
L002752,2026-06-16 15:29,bathroom,facebook,fb_01,VA,26.64,sold,BuyerE,39.95,
L002753,2026-06-16 16:21,windows,facebook,fb_05,AZ,17.21,sold,BuyerF,28.77,
L002754,2026-06-16 18:28,roofing,facebook,fb_01,PA,22.86,unsold,,,
